,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs)
228,MG Hector,,Third Party insurance,Petrol,6,20000,1451 cc,2020,Power Windows Front,1451,141,141.0,250.0,17.5
229,Land Rover,18,Third Party insurance,Petrol,5,54000,Second Owner,Automatic,2018,15,1997,1997.0,247.0,59.75
230,Maruti Baleno,17,Comprehensive,Petrol,5,49404,First Owner,Manual,2017,21,1197,1197.0,831.0,5.44
231,BMW X1,,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,18.2
232,Ford Endeavour,,Third Party insurance,Diesel,7,100000,First Owner,Automatic,2018,10,3198,3198.0,197.0,22.5
233,BMW X1,,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,18.2
234,BMW X1,,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,18.2
235,BMW X1,,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,18.2
236,MG Gloster,21,Comprehensive,Diesel,6,35000,First Owner,Automatic,2021,12,1996,1996.0,21501.0,36.0
237,Hyundai Grand,14,Comprehensive,Petrol,5,67264,Second Owner,Manual,2014,1197,82,82.0,114.0,3.27
238,Mercedes-Benz V-Class,19,Zero Dep,Diesel,6,17000,First Owner,Automatic,2019,16,1950,1950.0,16092.0,65.0
239,Maruti Wagon,13,Comprehensive,CNG,5,77584,Second Owner,Manual,2013,26,998,998.0,5816.0,2.8
240,Mercedes-Benz S-Class,16,Comprehensive,Petrol,4,50000,First Owner,Automatic,2016,7,4663,4663.0,459.0,98.5
241,Mahindra Scorpio,,Third Party insurance,Diesel,7,70000,First Owner,Manual,2017,15,2179,2179.0,120.0,9.0
242,Maruti Swift,13,Comprehensive,Petrol,5,71977,Second Owner,Manual,2013,1197,8180,8180.0,113.0,2.94
243,Maruti Ignis,17,Comprehensive,Petrol,5,52690,Second Owner,Manual,2017,20,1197,1197.0,8180.0,4.2
244,Hyundai Creta,22,Comprehensive,Petrol,5,11900,First Owner,Automatic,2022,14,1497,1497.0,11318.0,18.25
245,Hyundai i20,17,Comprehensive,Petrol,5,53747,First Owner,Manual,2017,18,1197,1197.0,8183.0,5.77
246,BMW X3,20,Zero Dep,Diesel,5,32321,First Owner,Automatic,2019,16,1995,1995.0,1877.0,49.9
247,Honda Brio,15,Comprehensive,Petrol,5,55485,First Owner,Manual,2015,19,1198,1198.0,868.0,3.35
248,MG Hector,,Third Party insurance,Petrol,6,20000,1451 cc,2020,Power Windows Front,1451,141,141.0,250.0,17.5
249,Land Rover,18,Third Party insurance,Petrol,5,54000,Second Owner,Automatic,2018,15,1997,1997.0,247.0,59.75
250,Maruti Baleno,17,Comprehensive,Petrol,5,49404,First Owner,Manual,2017,21,1197,1197.0,831.0,5.44
251,BMW X1,,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,18.2
252,Ford Endeavour,,Third Party insurance,Diesel,7,100000,First Owner,Automatic,2018,10,3198,3198.0,197.0,22.5
253,BMW X1,,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,18.2
254,BMW X1,,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,18.2
255,BMW X1,,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,18.2
256,Mahindra Scorpio,22,Comprehensive,Petrol,7,8000,First Owner,Automatic,2022,1997,200,200.0,380.0,24.0
257,Maruti Wagon,14,Comprehensive,Petrol,5,33841,First Owner,Manual,2014,998,671,671.0,90.0,3.17
258,BMW X1,,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,18.2
259,Volkswagen Virtus,23,Comprehensive,Petrol,5,9246,First Owner,Manual,2023,19,999,999.0,11398.0,15.62
260,Toyota Innova,18,Comprehensive,Petrol,7,42000,First Owner,Automatic,2018,10,2694,2694.0,1637.0,17.9
261,BMW X1,,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,18.2
262,Tata Tiago,18,Comprehensive,Diesel,5,42462,First Owner,Manual,2018,27,1047,1047.0,69.0,4.3
263,BMW X1,,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,18.2
264,Mahindra Alturas,21,Third Party insurance,Diesel,7,30000,First Owner,Automatic,2021,12,2157,2157.0,17849.0,24.75
265,Hyundai i20,12,Comprehensive,Petrol,5,96660,First Owner,Manual,2012,18,1197,1197.0,8285.0,2.47
266,BMW X1,,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,18.2
267,Hyundai Grand,14,Comprehensive,Petrol,5,38963,First Owner,Manual,2014,18,1197,1197.0,82.0,4.13
268,Hyundai i20,,Third Party insurance,Petrol,5,70000,Second Owner,Manual,2011,18,1197,1197.0,805200.0,1.6
269,BMW X1,,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,19.5
270,Hyundai Grand,17,Comprehensive,Petrol,5,63249,First Owner,Manual,2017,18,1197,1197.0,8186.0,4.59
271,BMW X1,,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,19.5
272,BMW 2,,Third Party insurance,Petrol,4,40000,1998 cc,2021,Power Steering,1998,18740,18740.0,280.0,32.0
273,Maruti Ertiga,16,Comprehensive,Petrol,7,82000,First Owner,Manual,2016,19,1462,1462.0,10326.0,7.49
274,Maruti Ciaz,19,Comprehensive,Petrol,5,38000,First Owner,Manual,2019,20,1373,1373.0,911.0,6.75
275,Kia Carnival,20,Third Party insurance,Diesel,7,40500,First Owner,Automatic,2020,14,2199,2199.0,19726.0,25.25
276,Kia Sonet,20,Zero Dep,Diesel,5,40000,First Owner,Manual,2020,1493,9863,9863.0,240.0,11.55
277,Hyundai i10,15,Comprehensive,Petrol,5,65170,Second Owner,Manual,2015,20,1197,1197.0,789.0,3.02
278,Honda WR-V,18,Comprehensive,Petrol,5,50000,First Owner,Manual,2018,17,1199,1199.0,887.0,7.25
279,Renault KWID,20,Comprehensive,Petrol,5,34838,First Owner,Manual,2020,999,6706,6706.0,91.0,3.88
280,Hyundai i20,21,Comprehensive,Petrol,5,30466,First Owner,Automatic,2021,20,998,998.0,11841.0,10.5
281,Mercedes-Benz E-Class,20,Comprehensive,Diesel,5,32000,Second Owner,Automatic,2020,16,1950,1950.0,1917.0,44.5
282,Volvo S90,18,Third Party insurance,Diesel,5,50000,First Owner,Automatic,2018,18,1969,1969.0,190.0,33.0
283,Maruti Swift,14,Comprehensive,Petrol,5,48946,First Owner,Manual,2014,19,1197,1197.0,858.0,4.11
284,BMW X3,17,Comprehensive,Diesel,5,43498,Second Owner,Automatic,2017,18,1995,1995.0,190.0,29.9
285,Mahindra Thar,22,Comprehensive,Petrol,4,8744,First Owner,Automatic,2022,15,1997,1997.0,150.0,16.01
286,Hyundai Venue,,Third Party insurance,Diesel,5,30000,First Owner,Manual,2020,1493,986,986.0,24026.0,7.8
287,Land Rover,17,Comprehensive,Petrol,7,72000,First Owner,Automatic,2017,12,1997,1997.0,23736.0,32.5
288,Hyundai i20,17,Comprehensive,Petrol,5,71361,First Owner,Manual,2017,18,1197,1197.0,8183.0,5.52
289,BMW X1,17,Comprehensive,Diesel,5,60500,First Owner,Automatic,2017,20,1995,1995.0,188.0,19.95
290,Audi A6,,Third Party insurance,Petrol,5,30000,First Owner,Automatic,2021,14,1984,1984.0,2413.0,49.5
291,Ford Ecosport,18,Comprehensive,Diesel,5,64000,First Owner,Manual,2018,21,1498,1498.0,9896.0,7.99
292,Mercedes-Benz B,13,Comprehensive,Petrol,5,26000,Second Owner,Automatic,2013,11,1595,1595.0,1207.0,12.45
293,Ford Ecosport,16,Comprehensive,Petrol,5,60000,First Owner,Automatic,2016,14,1496,1496.0,12069.0,6.49
294,Kia Sonet,20,Zero Dep,Diesel,5,40000,First Owner,Manual,2020,1493,9863,9863.0,240.0,11.55
295,Hyundai i10,15,Comprehensive,Petrol,5,65170,Second Owner,Manual,2015,20,1197,1197.0,789.0,3.02
296,Honda WR-V,18,Comprehensive,Petrol,5,50000,First Owner,Manual,2018,17,1199,1199.0,887.0,7.25
297,Renault KWID,20,Comprehensive,Petrol,5,34838,First Owner,Manual,2020,999,6706,6706.0,91.0,3.88
298,Land Rover,18,Comprehensive,Petrol,7,72000,Second Owner,Automatic,2018,12,1997,1997.0,23736.0,49.5
299,Hyundai i20,21,Comprehensive,Petrol,5,30466,First Owner,Automatic,2021,20,998,998.0,11841.0,10.5
300,Mercedes-Benz E-Class,20,Comprehensive,Diesel,5,32000,Second Owner,Automatic,2020,16,1950,1950.0,1917.0,44.5
301,Volvo S90,18,Third Party insurance,Diesel,5,50000,First Owner,Automatic,2018,18,1969,1969.0,190.0,33.0
302,Maruti Swift,14,Comprehensive,Petrol,5,48946,First Owner,Manual,2014,19,1197,1197.0,858.0,4.11
303,BMW X3,17,Comprehensive,Diesel,5,43498,Second Owner,Automatic,2017,18,1995,1995.0,190.0,29.9
304,Mahindra Thar,22,Comprehensive,Petrol,4,8744,First Owner,Automatic,2022,15,1997,1997.0,150.0,16.01
305,Hyundai Venue,,Third Party insurance,Diesel,5,30000,First Owner,Manual,2020,1493,986,986.0,24026.0,7.8
306,Land Rover,17,Comprehensive,Petrol,7,72000,First Owner,Automatic,2017,12,1997,1997.0,23736.0,32.5
307,Hyundai i20,17,Comprehensive,Petrol,5,71361,First Owner,Manual,2017,18,1197,1197.0,8183.0,5.52
308,BMW X1,17,Comprehensive,Diesel,5,60500,First Owner,Automatic,2017,20,1995,1995.0,188.0,19.95
309,Audi A6,,Third Party insurance,Petrol,5,30000,First Owner,Automatic,2021,14,1984,1984.0,2413.0,49.5
310,Ford Ecosport,18,Comprehensive,Diesel,5,64000,First Owner,Manual,2018,21,1498,1498.0,9896.0,7.99
311,Mercedes-Benz B,13,Comprehensive,Petrol,5,26000,Second Owner,Automatic,2013,11,1595,1595.0,1207.0,12.45
312,Ford Ecosport,16,Comprehensive,Petrol,5,60000,First Owner,Automatic,2016,14,1496,1496.0,12069.0,6.49
313,Audi Q2,21,Comprehensive,Petrol,5,28000,First Owner,Automatic,2021,1984,18774,18774.0,320.0,26.5
314,Maruti Swift,11,Comprehensive,Petrol,5,89002,First Owner,Manual,2011,17,1197,1197.0,858.0,2.37
315,Maruti Baleno,18,Comprehensive,Petrol,5,36937,First Owner,Manual,2018,21,1197,1197.0,831.0,6.4
316,Toyota Innova,19,Third Party insurance,Diesel,7,42000,First Owner,Manual,2019,13,2393,2393.0,14751.0,18.75
317,BMW 5,19,Comprehensive,Diesel,5,55000,First Owner,Automatic,2019,20,1995,1995.0,18774.0,41.5
318,Maruti Baleno,19,Comprehensive,Petrol,5,70391,Second Owner,Manual,2019,21,1197,1197.0,8180.0,5.12
319,Hyundai Elantra,14,Third Party insurance,Petrol,5,56000,First Owner,Manual,2014,16,1797,1797.0,1475.0,4.95
320,Hyundai Grand,16,Comprehensive,Petrol,5,52190,First Owner,Manual,2016,18,1197,1197.0,82.0,4.31
321,Mercedes-Benz C-Class,,Third Party insurance,Diesel,5,40000,First Owner,Automatic,2014,11,2143,2143.0,16762.0,9.99
322,Audi A3,18,Comprehensive,Diesel,5,72000,First Owner,Automatic,2018,20,1968,1968.0,143.0,20.0
323,Maruti Wagon,13,Comprehensive,Petrol,5,48173,First Owner,Manual,2013,998,671,671.0,90.0,2.88
324,BMW 3,,Third Party insurance,Petrol,5,110000,Second Owner,Automatic,2012,12,1995,1995.0,154.0,7.3
325,Honda City,,Third Party insurance,Petrol,5,50000,First Owner,Manual,2012,16,1497,1497.0,1163.0,3.39
326,Mercedes-Benz CLA,19,Third Party insurance,Diesel,5,44132,Second Owner,Automatic,2019,17,2143,2143.0,1341.0,26.9
327,Honda City,,Third Party insurance,Petrol,5,90000,Third Owner,Manual,2015,17,1497,1497.0,1173.0,4.75
328,Ford Endeavour,20,Comprehensive,Diesel,7,49000,First Owner,Automatic,2020,12,1996,1996.0,16762.0,33.5
329,Audi Q2,21,Comprehensive,Petrol,5,28000,First Owner,Automatic,2021,1984,18774,18774.0,320.0,26.5
330,Maruti Swift,11,Comprehensive,Petrol,5,89002,First Owner,Manual,2011,17,1197,1197.0,858.0,2.37
331,Hyundai Venue,19,Comprehensive,Petrol,5,28194,First Owner,Manual,2019,18,998,998.0,11835.0,9.03
332,BMW 5,19,Comprehensive,Petrol,5,34500,First Owner,Automatic,2019,15,1998,1998.0,24808.0,52.0
333,Mercedes-Benz E-Class,19,Zero Dep,Diesel,5,50605,Second Owner,Automatic,2019,16,1950,1950.0,1917.0,39.9
334,Maruti Baleno,18,Comprehensive,Petrol,5,36937,First Owner,Manual,2018,21,1197,1197.0,831.0,6.4
335,Toyota Innova,19,Third Party insurance,Diesel,7,42000,First Owner,Manual,2019,13,2393,2393.0,14751.0,18.75
336,BMW 5,19,Comprehensive,Diesel,5,55000,First Owner,Automatic,2019,20,1995,1995.0,18774.0,41.5
337,Maruti Baleno,19,Comprehensive,Petrol,5,70391,Second Owner,Manual,2019,21,1197,1197.0,8180.0,5.12
338,Hyundai Elantra,14,Third Party insurance,Petrol,5,56000,First Owner,Manual,2014,16,1797,1797.0,1475.0,4.95
339,Hyundai Grand,16,Comprehensive,Petrol,5,52190,First Owner,Manual,2016,18,1197,1197.0,82.0,4.31
340,Mercedes-Benz C-Class,,Third Party insurance,Diesel,5,40000,First Owner,Automatic,2014,11,2143,2143.0,16762.0,9.99
341,Audi A3,18,Comprehensive,Diesel,5,72000,First Owner,Automatic,2018,20,1968,1968.0,143.0,20.0
342,Maruti Wagon,13,Comprehensive,Petrol,5,48173,First Owner,Manual,2013,998,671,671.0,90.0,2.88
343,BMW 3,,Third Party insurance,Petrol,5,110000,Second Owner,Automatic,2012,12,1995,1995.0,154.0,7.3
344,Honda City,,Third Party insurance,Petrol,5,50000,First Owner,Manual,2012,16,1497,1497.0,1163.0,3.39
345,Mercedes-Benz CLA,19,Third Party insurance,Diesel,5,44132,Second Owner,Automatic,2019,17,2143,2143.0,1341.0,26.9
346,Honda City,,Third Party insurance,Petrol,5,90000,Third Owner,Manual,2015,17,1497,1497.0,1173.0,4.75
347,Ford Endeavour,20,Comprehensive,Diesel,7,49000,First Owner,Automatic,2020,12,1996,1996.0,16762.0,33.5
348,Audi Q7,17,Comprehensive,Diesel,7,70000,Second Owner,Automatic,2017,12,2967,2967.0,2414.0,40.0
349,Hyundai Creta,15,Comprehensive,Petrol,5,49341,First Owner,Manual,2015,15,1591,1591.0,1213.0,8.42
350,Isuzu MU-X,18,Comprehensive,Diesel,7,55000,First Owner,Automatic,2018,13,2999,2999.0,175.0,18.95
351,Hyundai Creta,19,Comprehensive,Diesel,5,55861,First Owner,Manual,2019,22,1396,1396.0,887.0,10.27
352,Land Rover,18,Third Party insurance,Petrol,7,76000,Second Owner,Automatic,2018,9,2995,2995.0,33525.0,49.5
353,Toyota Innova,18,Comprehensive,Diesel,7,68000,First Owner,Manual,2018,13,2393,2393.0,14751.0,14.25
354,Honda Amaze,14,Comprehensive,Petrol,5,52565,First Owner,Manual,2014,17,1198,1198.0,867.0,4.17
355,Volvo S90,18,Comprehensive,Diesel,5,72000,First Owner,Automatic,2018,18,1969,1969.0,190.0,29.55
356,Audi Q7,17,Comprehensive,Diesel,7,70000,Second Owner,Automatic,2017,14,2967,2967.0,245.0,40.0
357,Hyundai Grand,19,Comprehensive,Petrol,5,73074,First Owner,Manual,2019,18,1197,1197.0,8186.0,4.93
358,Tata Harrier,19,Third Party insurance,Diesel,5,45000,First Owner,Manual,2019,16,1956,1956.0,16767.0,13.75
359,Hyundai Grand,14,Comprehensive,Petrol,5,90995,First Owner,Manual,2014,1197,82,82.0,114.0,3.35
360,Renault KWID,,Third Party insurance,Petrol,5,30000,First Owner,Automatic,2017,23,999,999.0,67.0,3.35
361,Honda City,,Third Party insurance,Diesel,5,80000,1498 cc,2014,Power Steering,1498,986,986.0,200.0,4.75
362,Maruti Wagon,14,Third Party,Petrol,5,42346,Second Owner,Manual,2014,20,998,998.0,6704.0,3.01
363,Honda City,20,Comprehensive,Petrol,5,31120,First Owner,Automatic,2020,18,1497,1497.0,1176.0,11.5
364,Hyundai Verna,,Third Party insurance,Diesel,5,100000,First Owner,Automatic,2014,22,1582,1582.0,12632.0,3.95
365,Toyota Yaris,,Third Party insurance,Petrol,5,33500,First Owner,Automatic,2018,17,1496,1496.0,1055.0,7.5
366,Hyundai Grand,15,Comprehensive,CNG,5,64000,First Owner,Manual,2015,1197,82,82.0,114.0,4.25
367,Honda City,,Third Party insurance,Petrol,5,110000,1497 cc,2011,Power Steering,1497,1186600,1186600.0,1464800.0,3.5
368,Audi Q7,17,Comprehensive,Diesel,7,70000,Second Owner,Automatic,2017,12,2967,2967.0,2414.0,40.0
369,Hyundai Creta,15,Comprehensive,Petrol,5,49341,First Owner,Manual,2015,15,1591,1591.0,1213.0,8.42
370,Isuzu MU-X,18,Comprehensive,Diesel,7,55000,First Owner,Automatic,2018,13,2999,2999.0,175.0,18.95
371,Hyundai Creta,19,Comprehensive,Diesel,5,55861,First Owner,Manual,2019,22,1396,1396.0,887.0,10.27
372,Land Rover,18,Third Party insurance,Petrol,7,76000,Second Owner,Automatic,2018,9,2995,2995.0,33525.0,49.5
373,Toyota Innova,18,Comprehensive,Diesel,7,68000,First Owner,Manual,2018,13,2393,2393.0,14751.0,14.25
374,Honda Amaze,14,Comprehensive,Petrol,5,52565,First Owner,Manual,2014,17,1198,1198.0,867.0,4.17
375,Volvo S90,18,Comprehensive,Diesel,5,72000,First Owner,Automatic,2018,18,1969,1969.0,190.0,29.55
376,Audi Q7,17,Comprehensive,Diesel,7,70000,Second Owner,Automatic,2017,14,2967,2967.0,245.0,40.0
377,Hyundai Grand,19,Comprehensive,Petrol,5,73074,First Owner,Manual,2019,18,1197,1197.0,8186.0,4.93
378,Tata Harrier,19,Third Party insurance,Diesel,5,45000,First Owner,Manual,2019,16,1956,1956.0,16767.0,13.75
379,Hyundai Grand,14,Comprehensive,Petrol,5,90995,First Owner,Manual,2014,1197,82,82.0,114.0,3.35
380,Renault KWID,,Third Party insurance,Petrol,5,30000,First Owner,Automatic,2017,23,999,999.0,67.0,3.35
381,Honda City,,Third Party insurance,Diesel,5,80000,1498 cc,2014,Power Steering,1498,986,986.0,200.0,4.75
382,Maruti Wagon,14,Third Party,Petrol,5,42346,Second Owner,Manual,2014,20,998,998.0,6704.0,3.01
383,Honda City,20,Comprehensive,Petrol,5,31120,First Owner,Automatic,2020,18,1497,1497.0,1176.0,11.5
384,Hyundai Verna,,Third Party insurance,Diesel,5,100000,First Owner,Automatic,2014,22,1582,1582.0,12632.0,3.95
385,Toyota Yaris,,Third Party insurance,Petrol,5,33500,First Owner,Automatic,2018,17,1496,1496.0,1055.0,7.5
386,Hyundai Grand,15,Comprehensive,CNG,5,64000,First Owner,Manual,2015,1197,82,82.0,114.0,4.25
387,Honda City,,Third Party insurance,Petrol,5,110000,1497 cc,2011,Power Steering,1497,1186600,1186600.0,1464800.0,3.5
388,BMW 7,22,Comprehensive,Petrol,4,4000,First Owner,Automatic,2022,11,2998,2998.0,33525.0,1.25
389,Maruti A-Star,12,Comprehensive,Petrol,5,48936,Second Owner,Manual,2011,19,998,998.0,661.0,2.34
390,Mitsubishi Outlander,19,Comprehensive,Petrol,7,23000,Second Owner,Automatic,2019,10,2360,2360.0,16494.0,19.5
391,Maruti Baleno,17,Comprehensive,Petrol,5,61814,First Owner,Manual,2017,21,1197,1197.0,831.0,5.27
392,BMW X5,19,Zero Dep,Diesel,5,62000,Second Owner,Automatic,2019,13,2993,2993.0,26150.0,47.98
393,Volkswagen Polo,,Third Party insurance,Petrol,5,40000,First Owner,Automatic,2017,17,1197,1197.0,1035.0,10.0
394,Hyundai Venue,20,Comprehensive,Petrol,5,30200,First Owner,Manual,2020,18,998,998.0,11835.0,9.25
395,Skoda Superb,20,Third Party insurance,Petrol,5,34123,First Owner,Automatic,2020,14,1798,1798.0,17746.0,30.5
396,Mercedes-Benz AMG,22,Comprehensive,Petrol,5,16000,First Owner,Automatic,2022,2996,38487,38487.0,520.0,83.0
397,Maruti Vitara,18,Comprehensive,Diesel,5,28645,First Owner,Manual,2018,24,1248,1248.0,885.0,7.71
398,Audi A4,15,Comprehensive,Diesel,5,48933,Second Owner,Automatic,2015,17,1968,1968.0,17433.0,15.75
399,Hyundai Creta,16,Comprehensive,Petrol,5,60970,First Owner,Automatic,2016,13,1591,1591.0,1213.0,9.4
400,Hyundai Creta,,Third Party insurance,Petrol,5,50000,First Owner,Automatic,2017,13,1591,1591.0,1213.0,7.75
401,Toyota Fortuner,18,Third Party insurance,Diesel,7,56000,First Owner,Manual,2018,14,2755,2755.0,1745.0,27.5
402,Hyundai Grand,18,Comprehensive,Petrol,5,40427,First Owner,Manual,2018,18,1197,1197.0,8186.0,5.36
403,Maruti Ciaz,19,Third Party insurance,Petrol,5,54213,First Owner,Manual,2019,20,1373,1373.0,911.0,7.9
404,Ford Endeavour,,Third Party insurance,Diesel,7,20000,1996 cc,2021,Power Steering,1996,16762,16762.0,420.0,32.0
405,Toyota Corolla,11,Third Party insurance,Petrol,5,85000,Second Owner,Manual,2011,14,1798,1798.0,1381.0,2.75
406,Toyota Innova,16,Comprehensive,Diesel,8,91000,Second Owner,Manual,2016,13,2393,2393.0,14751.0,12.0
407,Hyundai Grand,16,Third Party insurance,Petrol,5,47000,First Owner,Manual,2016,18,1197,1197.0,82.0,3.85
408,Honda City,15,Comprehensive,Petrol,5,54630,First Owner,Automatic,2015,18,1497,1497.0,1173.0,6.86
409,Audi Q7,16,Comprehensive,Diesel,7,72222,Second Owner,Automatic,2015,14,2967,2967.0,245.0,34.9
410,Honda City,20,Comprehensive,Petrol,5,41116,First Owner,Automatic,2019,18,1497,1497.0,1176.0,10.39
411,Land Rover,19,Zero Dep,Petrol,5,4000,First Owner,Automatic,2019,12,1997,1997.0,29636.0,1.1
412,Jaguar XJ,17,Comprehensive,Petrol,5,20000,First Owner,Automatic,2017,9,1999,1999.0,2374.0,69.0
413,Tata Altroz,23,Comprehensive,Petrol,5,29502,First Owner,Manual,2021,19,1199,1199.0,8683.0,7.56
414,BMW X5,14,Comprehensive,Diesel,5,132501,First Owner,Automatic,2014,15,2993,2993.0,258.0,12.21
415,Mercedes-Benz E-Class,17,Comprehensive,Diesel,5,35000,First Owner,Automatic,2017,13,2143,2143.0,204.0,23.9
416,Honda WR-V,17,Comprehensive,Diesel,5,56458,Second Owner,Manual,2017,25,1498,1498.0,986.0,5.71
417,Maruti Ciaz,18,Comprehensive,Petrol,5,50000,First Owner,Automatic,2018,19,1373,1373.0,911.0,7.25
418,Maruti Baleno,18,Comprehensive,Petrol,5,61657,First Owner,Manual,2018,21,1197,1197.0,831.0,5.93
419,Honda City,,Third Party insurance,Petrol,5,50000,First Owner,Automatic,2016,18,1497,1497.0,1173.0,6.5
420,Maruti Ciaz,17,Third Party insurance,Petrol,5,67000,First Owner,Manual,2017,20,1373,1373.0,911.0,6.25
421,Hyundai i20,16,Comprehensive,Petrol,5,104948,First Owner,Manual,2016,18,1197,1197.0,8183.0,4.61
422,Jaguar XJ,17,Comprehensive,Petrol,5,20000,First Owner,Automatic,2017,9,1999,1999.0,2374.0,52.0
423,Kia Seltos,,Third Party insurance,Petrol,5,10000,First Owner,Manual,2023,17,1497,1497.0,11342.0,15.21
424,Mercedes-Benz M-Class,14,Comprehensive,Diesel,5,154000,Second Owner,Automatic,2014,11,2987,2987.0,2548.0,17.5
425,Toyota Camry,16,Comprehensive,Petrol,5,46000,First Owner,Automatic,2016,19,2494,2494.0,1577.0,20.5
426,Honda City,15,Comprehensive,Petrol,5,90000,First Owner,Manual,2015,1497,1173,1173.0,145.0,5.65
427,Hyundai Grand,16,Third Party insurance,Petrol,5,47000,First Owner,Manual,2016,18,1197,1197.0,82.0,3.85
428,Honda City,15,Comprehensive,Petrol,5,54630,First Owner,Automatic,2015,18,1497,1497.0,1173.0,6.86
429,Audi Q7,16,Comprehensive,Diesel,7,72222,Second Owner,Automatic,2015,14,2967,2967.0,245.0,34.9
430,Honda City,20,Comprehensive,Petrol,5,41116,First Owner,Automatic,2019,18,1497,1497.0,1176.0,10.39
431,Land Rover,19,Zero Dep,Petrol,5,4000,First Owner,Automatic,2019,12,1997,1997.0,29636.0,1.1
432,Jaguar XJ,17,Comprehensive,Petrol,5,20000,First Owner,Automatic,2017,9,1999,1999.0,2374.0,69.0
433,Tata Altroz,23,Comprehensive,Petrol,5,29502,First Owner,Manual,2021,19,1199,1199.0,8683.0,7.56
434,BMW X5,14,Comprehensive,Diesel,5,132501,First Owner,Automatic,2014,15,2993,2993.0,258.0,12.21
435,Mercedes-Benz E-Class,17,Comprehensive,Diesel,5,35000,First Owner,Automatic,2017,13,2143,2143.0,204.0,23.9
436,Honda WR-V,17,Comprehensive,Diesel,5,56458,Second Owner,Manual,2017,25,1498,1498.0,986.0,5.71
437,Maruti Ciaz,18,Comprehensive,Petrol,5,50000,First Owner,Automatic,2018,19,1373,1373.0,911.0,7.25
438,Maruti Baleno,18,Comprehensive,Petrol,5,61657,First Owner,Manual,2018,21,1197,1197.0,831.0,5.93
439,Honda City,,Third Party insurance,Petrol,5,50000,First Owner,Automatic,2016,18,1497,1497.0,1173.0,6.5
440,Maruti Ciaz,17,Third Party insurance,Petrol,5,67000,First Owner,Manual,2017,20,1373,1373.0,911.0,6.25
441,Hyundai i20,16,Comprehensive,Petrol,5,104948,First Owner,Manual,2016,18,1197,1197.0,8183.0,4.61
442,Jaguar XJ,17,Comprehensive,Petrol,5,20000,First Owner,Automatic,2017,9,1999,1999.0,2374.0,52.0
443,Kia Seltos,,Third Party insurance,Petrol,5,10000,First Owner,Manual,2023,17,1497,1497.0,11342.0,15.21
444,Mercedes-Benz M-Class,14,Comprehensive,Diesel,5,154000,Second Owner,Automatic,2014,11,2987,2987.0,2548.0,17.5
445,Toyota Camry,16,Comprehensive,Petrol,5,46000,First Owner,Automatic,2016,19,2494,2494.0,1577.0,20.5
446,Honda City,15,Comprehensive,Petrol,5,90000,First Owner,Manual,2015,1497,1173,1173.0,145.0,5.65
447,Audi A3,20,Comprehensive,Diesel,5,39000,Second Owner,Automatic,2020,20,1968,1968.0,143.0,22.5
448,Hyundai Creta,17,Comprehensive,Petrol,5,64727,First Owner,Automatic,2017,13,1591,1591.0,1213.0,9.87
449,Hyundai i20,18,Third Party insurance,Diesel,5,65000,First Owner,Manual,2018,21,1396,1396.0,8873.0,6.5
450,Honda Brio,13,Third Party,Petrol,5,44636,Second Owner,Manual,2013,19,1198,1198.0,868.0,2.63
451,Toyota Fortuner,15,Comprehensive,Diesel,7,100000,Second Owner,Automatic,2015,12,2982,2982.0,1685.0,15.5
452,Mercedes-Benz C-Class,21,Zero Dep,Diesel,5,23616,First Owner,Automatic,2021,12,1950,1950.0,194.0,43.9
453,Hyundai Xcent,14,Comprehensive,Petrol,5,107682,First Owner,Manual,2014,19,1197,1197.0,82.0,3.39
454,Mercedes-Benz AMG,22,Third Party,Petrol,5,9500,First Owner,Automatic,2022,1991,30173,30173.0,400.0,56.5
455,Land Rover,19,Comprehensive,Petrol,7,47500,First Owner,Automatic,2019,12,1997,1997.0,23736.0,43.0
456,Volkswagen Polo,11,Comprehensive,Petrol,5,101914,Second Owner,Manual,2011,16,1198,1198.0,739.0,2.59
